ACCESSION	samplename	DNA#	ADM_#	ADM_CODE	POP_CODE	POPNAME	POP#	GROUP	LONG	LAT	server	path	plastome
WOL14_DNA582	WOL14	582	853	PBAL	WOL	Wollaston Lake		B03	-103.93	57.58	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-17/IX0392/C10ERACXX_4/IX0392_C10ERACXX_4_TTCTCC.bam	DONE
WOL15_DNA583	WOL15	583	854	PBAL	WOL	Wollaston Lake		B03	-103.93	57.58	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-17/IX0392/C10ERACXX_4/IX0392_C10ERACXX_4_GTGAAA.bam	DONE
BULF11-4_DNA589	BULF11-4	589	55	PTRI	BULF	Bulkley river/F	11	C01	-126.833333	54.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-17/IX0393/C10ERACXX_5/IX0393_C10ERACXX_5_CAGATC.bam	DONE
KIMB16-5_DNA590	KIMB16-5	590	346	PTRI	KIMB	Kimball Cr	16	C02	-121.166667	52.933333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-17/IX0393/C10ERACXX_5/IX0393_C10ERACXX_5_AAATGC.bam	DONE
Missouri_PD_7_Raju_DNA617	Missouri_PD_7_Raju	617	539	PDEL	DELT	DELT	DELT	A02	NA	NA	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-21/IX0397/C10F0ACXX_8/IX0397_C10F0ACXX_8_CATTTT.bam	DONE
AP5455_DNA622	AP5455	622	18	PBAL	ALPAC2	ALPAC2	ALPAC2	B01	-111.969497	55.048622	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-06/IX0843/D17UBACXX_6/IX0843_D17UBACXX_6_ATCACG.bam	DONE
AP1005_DNA623	AP1005	623	9	PBAL	ALPAC6	ALPAC6	ALPAC6	B01	-114.605472	55.407194	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-25/IX0837/D17VVACXX_8/IX0837_D17VVACXX_8_GATCAG.bam	DONE
AP5454_DNA625	AP5454	625	17	PBAL	ALPAC7	ALPAC7	ALPAC7	B01	-114.531594	55.435253	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0844/D17UBACXX_7/IX0844_D17UBACXX_7_AACCCC.bam	DONE
AP2446_DNA627	AP2446	627	12	PBAL	ALPAC6	ALPAC6	ALPAC6	B01	-114.605472	55.407194	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0838/D17UBACXX_1/IX0838_D17UBACXX_1_ACCCAG.bam	DONE
AP5451_DNA629	AP5451	629	14	PBAL	ALPAC8	ALPAC8	ALPAC8	B01	-111.544494	56.944131	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0841/D17UBACXX_4/IX0841_D17UBACXX_4_AGCGCT.bam	DONE
AP2298_DNA630	AP2298	630	11	PBAL	ALPAC9	ALPAC9	ALPAC9	B01	-122.776389	59.188611	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0838/D17UBACXX_1/IX0838_D17UBACXX_1_CAAAAG.bam	DONE
AP1004_DNA631	AP1004	631	8	PBAL	ALPAC6	ALPAC6	ALPAC6	B01	-114.605472	55.407194	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0840/D17UBACXX_3/IX0840_D17UBACXX_3_CCAACA.bam	DONE
AP5452_DNA632	AP5452	632	15	PBAL	ALPAC3	ALPAC3	ALPAC3	B01	-113.257722	55.155408	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0841/D17UBACXX_4/IX0841_D17UBACXX_4_CTAGCT.bam	DONE
AP5230_DNA635	AP5230	635	13	PBAL	ALPAC6	ALPAC6	ALPAC6	B01	-114.605472	55.407194	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0838/D17UBACXX_1/IX0838_D17UBACXX_1_GATGCT.bam	DONE
AP5456_DNA636	AP5456	636	19	PBAL	ALPAC5	ALPAC5	ALPAC5	B01	-113.305853	55.335675	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-06/IX0843/D17UBACXX_6/IX0843_D17UBACXX_6_TAATCG.bam	DONE
AP5453_DNA637	AP5453	637	16	PBAL	ALPAC1	ALPAC1	ALPAC1	B01	-111.7689	54.997028	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0838/D17UBACXX_1/IX0838_D17UBACXX_1_TGAATG.bam	DONE
AP1006_DNA638	AP1006	638	10	PBAL	ALPAC4	ALPAC4	ALPAC4	B01	-114.066367	55.198458	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0840/D17UBACXX_3/IX0840_D17UBACXX_3_AGTTCC.bam	DONE
wotherspoon_Raju_FM_DNA639	wotherspoon_Raju_FM	639	869	PDEL	DELT	DELT	DELT	A02	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0977/C14ERACXX_4/IX0977_C14ERACXX_4_GGCACA.bam	DONE
KIMB16-1_DNA640	KIMB16-1	640	342	PTRI	KIMB	Kimball Cr	16	C02	-121.166667	52.933333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0989/D1C4AACXX_7/IX0989_D1C4AACXX_7_ATCACG.bam	DONE
NKND3-2_DNA641	NKND3-2	641	557	PTRI	NKND	Nakina river/D	3	C01	-133.183333	58.933333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0981/D18W4ACXX_3/IX0981_D18W4ACXX_3_GATCAG.bam	DONE
SKNM10-1_DNA642	SKNM10-1	642	675	PTRI	SKNM	Skeena river/M	10	C01	-128.983333	54.4	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0980/D18W4ACXX_2/IX0980_D18W4ACXX_2_AACCCC.bam	DONE
STKE5-3_DNA643	STKE5-3	643	779	PTRI	STKE	Lower Stikine/E	5	C01	-131.783333	57.516667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-11-22/IX0979/D18W4ACXX_1/IX0979_D18W4ACXX_1_ACCCAG.bam	DONE
BOY1_DNA644	BOY1	644	42	PBAL	BOY	Boyle		B03	-112.65	54.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0851/C13N9ACXX_1/IX0851_C13N9ACXX_1_CGATGT.bam	DONE
BOY3_DNA645	BOY3	645	44	PBAL	BOY	Boyle		B03	-112.65	54.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-06/IX0843/D17UBACXX_6/IX0843_D17UBACXX_6_TAGCTT.bam	DONE
BOY6_DNA646	BOY6	646	47	PBAL	BOY	Boyle		B03	-112.65	54.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0855/D18UBACXX_2/IX0855_D18UBACXX_2_AACTTG.bam	DONE
CAR2_DNA647	CAR2	647	73	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0852/C13N9ACXX_2/IX0852_C13N9ACXX_2_ACCGGC.bam	DONE
CAR4_DNA648	CAR4	648	74	PBAL	CAR	Carnduff		B03	-101.83	49.18	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0850/D18MNACXX_8/IX0850_D18MNACXX_8_AGGCCG.bam	DONE
DEN1_DNA649	DEN1	649	121	PBAL	DEN	Denali National Park		B02	-149.02	63.87	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-12/IX0856/D18UBACXX_3/IX0856_D18UBACXX_3_CAACTA.bam	DONE
DEN5_DNA650	DEN5	650	125	PBAL	DEN	Denali National Park		B02	-149.02	63.87	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0851/C13N9ACXX_1/IX0851_C13N9ACXX_1_CCACGC.bam	DONE
DEN7_DNA651	DEN7	651	127	PBAL	DEN	Denali National Park		B02	-149.02	63.87	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0858/D18UBACXX_5/IX0858_D18UBACXX_5_CTATAC.bam	DONE
DUN1_DNA652	DUN1	652	143	PBAL	DUN	Dunlop		B03	-98.58	54.85	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-11/IX0859/D196FACXX_8/IX0859_D196FACXX_8_GCAAGG.bam	DONE
DUN2_DNA653	DUN2	653	144	PBAL	DUN	Dunlop		B03	-98.58	54.85	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0857/D18UBACXX_4/IX0857_D18UBACXX_4_TACAGC.bam	DONE
DUN4_DNA654	DUN4	654	145	PBAL	DUN	Dunlop		B03	-98.58	54.85	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-11/IX0859/D196FACXX_8/IX0859_D196FACXX_8_TGCCAT.bam	DONE
EDM1_DNA655	EDM1	655	156	PBAL	EDM	Edmonton		B03	-113.32	53.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-21/IX0854/D18UBACXX_1/IX0854_D18UBACXX_1_ATGTCA.bam	DONE
EDM5_DNA657	EDM5	657	160	PBAL	EDM	Edmonton		B03	-113.32	53.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-06/IX0843/D17UBACXX_6/IX0843_D17UBACXX_6_TTAGGC.bam	DONE
FBK4_DNA658	FBK4	658	174	PBAL	FBK	Fairbanks		B02	-146.35	64.9	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0858/D18UBACXX_5/IX0858_D18UBACXX_5_GGCTAC.bam	DONE
FBK11_DNA659	FBK11	659	168	PBAL	FBK	Fairbanks		B02	-146.35	64.9	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-12/IX0856/D18UBACXX_3/IX0856_D18UBACXX_3_AAGACT.bam	DONE
FRE8_DNA660	FRE8	660	193	PBAL	FRE	Frederiction		B04	-67.25	46.4	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0845/D17UBACXX_8/IX0845_D17UBACXX_8_ACGATA.bam	DONE
FRE9_DNA661	FRE9	661	194	PBAL	FRE	Frederiction		B04	-67.25	46.4	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0852/C13N9ACXX_2/IX0852_C13N9ACXX_2_ATAATT.bam	DONE
FTM1_DNA662	FTM1	662	200	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0845/D17UBACXX_8/IX0845_D17UBACXX_8_CACCGG.bam	DONE
FTM4_DNA663	FTM4	663	203	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0857/D18UBACXX_4/IX0857_D18UBACXX_4_CCCATG.bam	DONE
FTM6_DNA664	FTM6	664	205	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0849/D18MNACXX_7/IX0849_D18MNACXX_7_CTCAGA.bam	DONE
GIL8_DNA665	GIL8	665	220	PBAL	GIL	Gillam		B03	-94.63	56.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0849/D18MNACXX_7/IX0849_D18MNACXX_7_GCACTT.bam	DONE
GPR2_DNA668	GPR2	668	233	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-21/IX0854/D18UBACXX_1/IX0854_D18UBACXX_1_TATAAT.bam	DONE
GRA1_DNA670	GRA1	670	241	PBAL	GRA	Grand Rapids		B03	-99.35	53.2	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0850/D18MNACXX_8/IX0850_D18MNACXX_8_CCGTCC.bam	DONE
GYP2_DNA672	GYP2	672	254	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0853/C13N9ACXX_3/IX0853_C13N9ACXX_3_CTTGTA.bam	DONE
GYP3_DNA673	GYP3	673	255	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-21/IX0854/D18UBACXX_1/IX0854_D18UBACXX_1_AAGCGA.bam	DONE
HAY1_DNA674	HAY1	674	282	PBAL	HAY	Hay River		B03	-115.78	60.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0847/D18MNACXX_5/IX0847_D18MNACXX_5_ACTCTC.bam	DONE
HAY5_DNA675	HAY5	675	286	PBAL	HAY	Hay River		B03	-115.78	60.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0857/D18UBACXX_4/IX0857_D18UBACXX_4_ATACGG.bam	DONE
KUU2_DNA676	KUU2	676	377	PBAL	KUU	Kuujjuaq		B04	-68.65	58.02	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0848/D18MNACXX_6/IX0848_D18MNACXX_6_CACGAT.bam	DONE
KUU5_DNA677	KUU5	677	380	PBAL	KUU	Kuujjuaq		B04	-68.65	58.02	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0858/D18UBACXX_5/IX0858_D18UBACXX_5_GAGTGG.bam	DONE
LAB4_DNA678	LAB4	678	385	PBAL	LAB	Labrador City		B04	-67.25	52.93	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0847/D18MNACXX_5/IX0847_D18MNACXX_5_CTGCTG.bam	DONE
LAB8_DNA679	LAB8	679	389	PBAL	LAB	Labrador City		B04	-67.25	52.93	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0849/D18MNACXX_7/IX0849_D18MNACXX_7_GCCGCG.bam	DONE
LAR2_DNA680	LAR2	680	401	PBAL	LAR	La Ronge		B03	-105.55	54.75	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0857/D18UBACXX_4/IX0857_D18UBACXX_4_TCATTC.bam	DONE
LAR3_DNA681	LAR3	681	402	PBAL	LAR	La Ronge		B03	-105.55	54.75	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0855/D18UBACXX_2/IX0855_D18UBACXX_2_TGGCGC.bam	DONE
LOV2_DNA682	LOV2	682	432	PBAL	LOV	Love		B03	-105.5	53.63	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0844/D17UBACXX_7/IX0844_D17UBACXX_7_GTAGAG.bam	DONE
LOV3_DNA683	LOV3	683	433	PBAL	LOV	Love		B03	-105.5	53.63	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0850/D18MNACXX_8/IX0850_D18MNACXX_8_ACAGTG.bam	DONE
MAN2_DNA684	MAN2	684	443	PBAL	MAN	Manicougan		B04	-68.32	49.3	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0840/D17UBACXX_3/IX0840_D17UBACXX_3_AAACAT.bam	DONE
MAN8_DNA685	MAN8	685	449	PBAL	MAN	Manicougan		B04	-68.32	49.3	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0852/C13N9ACXX_2/IX0852_C13N9ACXX_2_AAGGAC.bam	DONE
MAT2_DNA686	MAT2	686	457	PBAL	MAT	Matapedia		B04	-67.18	48.22	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0846/D18MNACXX_4/IX0846_D18MNACXX_4_ACTGAT.bam	DONE
MAT4_DNA687	MAT4	687	459	PBAL	MAT	Matapedia		B04	-67.18	48.22	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0845/D17UBACXX_8/IX0845_D17UBACXX_8_ATCCTA.bam	DONE
MEL5_DNA688	MEL5	688	496	PBAL	MEL	Melville		B03	-102.62	51.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0844/D17UBACXX_7/IX0844_D17UBACXX_7_CACTCA.bam	DONE
MEL11_DNA689	MEL11	689	488	PBAL	MEL	Melville		B03	-102.62	51.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0845/D17UBACXX_8/IX0845_D17UBACXX_8_CCGCAA.bam	DONE
MGR4_DNA690	MGR4	690	508	PBAL	MGR	Mount Groulx		B04	-68.13	51.33	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-12/IX0856/D18UBACXX_3/IX0856_D18UBACXX_3_GAAACC.bam	DONE
MIN2_DNA691	MIN2	691	519	PBAL	MIN	Minnedosa		B03	-99.85	50.32	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0842/D17UBACXX_5/IX0842_D17UBACXX_5_GCCTTA.bam	DONE
MIN3_DNA692	MIN3	692	520	PBAL	MIN	Minnedosa		B03	-99.85	50.32	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-21/IX0854/D18UBACXX_1/IX0854_D18UBACXX_1_TCCCGA.bam	DONE
MTN4_DNA693	MTN4	693	533	PBAL	MTN	Matane		B04	-67.35	48.57	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0847/D18MNACXX_5/IX0847_D18MNACXX_5_TTCGAA.bam	DONE
NWL10_DNA694	NWL10	694	566	PBAL	NWL	Norman Wells		B02	-126.67	65.23	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0858/D18UBACXX_5/IX0858_D18UBACXX_5_GTCCGC.bam	DONE
POR1_DNA695	POR1	695	605	PBAL	POR	Portage		B03	-98.3	49.95	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0844/D17UBACXX_7/IX0844_D17UBACXX_7_GCCAAT.bam	DONE
POR7_DNA696	POR7	696	609	PBAL	POR	Portage		B03	-98.3	49.95	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0848/D18MNACXX_6/IX0848_D18MNACXX_6_AAAGCA.bam	DONE
RNA1_DNA697	RNA1	697	650	PBAL	RNA	Rouyn-Noranda		B03	-78.67	48.6	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0848/D18MNACXX_6/IX0848_D18MNACXX_6_AATAGG.bam	DONE
SOU2_DNA701	SOU2	701	737	PBAL	SOU	Soiux Lookout		B03	-91.9	50.08	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0849/D18MNACXX_7/IX0849_D18MNACXX_7_CCTTAG.bam	DONE
SOU4_DNA702	SOU4	702	738	PBAL	SOU	Soiux Lookout		B03	-91.9	50.08	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0846/D18MNACXX_4/IX0846_D18MNACXX_4_GAATAA.bam	DONE
SRD2_DNA703	SRD2	703	758	PBAL	SRD	South Reindeer		B03	-104.23	56.27	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0851/C13N9ACXX_1/IX0851_C13N9ACXX_1_GCTCCA.bam	DONE
SRD4_DNA704	SRD4	704	760	PBAL	SRD	South Reindeer		B03	-104.23	56.27	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-11/IX0859/D196FACXX_8/IX0859_D196FACXX_8_TCGAAG.bam	DONE
SRD5_DNA705	SRD5	705	761	PBAL	SRD	South Reindeer		B03	-104.23	56.27	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-11/IX0859/D196FACXX_8/IX0859_D196FACXX_8_TTCTCC.bam	DONE
STL3_DNA706	STL3	706	786	PBAL	STL	Stettler		B03	-112.73	52.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0855/D18UBACXX_2/IX0855_D18UBACXX_2_GTGAAA.bam	DONE
STO2_DNA708	STO2	708	792	PBAL	STO	Stony Rapids		B03	-105.72	59.23	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0853/C13N9ACXX_3/IX0853_C13N9ACXX_3_AAATGC.bam	DONE
WAD5_DNA709	WAD5	709	825	PBAL	WAD	Wadena		B03	-104.27	52.37	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-12/IX0856/D18UBACXX_3/IX0856_D18UBACXX_3_ACAAAC.bam	DONE
WHR2_DNA711	WHR2	711	840	PBAL	WHR	Whitehorse		B02	-135.33	60.7	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0851/C13N9ACXX_1/IX0851_C13N9ACXX_1_AGATAG.bam	DONE
WHR4_DNA712	WHR4	712	842	PBAL	WHR	Whitehorse		B02	-135.33	60.7	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0853/C13N9ACXX_3/IX0853_C13N9ACXX_3_ATGAGC.bam	DONE
WOL1_DNA713	WOL1	713	855	PBAL	WOL	Wollaston Lake		B03	-103.93	57.58	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0850/D18MNACXX_8/IX0850_D18MNACXX_8_CATGGC.bam	DONE
WOL3_DNA714	WOL3	714	857	PBAL	WOL	Wollaston Lake		B03	-103.93	57.58	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0853/C13N9ACXX_3/IX0853_C13N9ACXX_3_CGAGAA.bam	DONE
WOL4_DNA715	WOL4	715	858	PBAL	WOL	Wollaston Lake		B03	-103.93	57.58	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0847/D18MNACXX_5/IX0847_D18MNACXX_5_GACGGA.bam	DONE
SO535SL_DNA739	SO535SL	739	722	PDEL	DELT_GW	DELT_GW	DELT_GW	A03	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-24/IX1824/C2NBUACXX_4/IX1824_C2NBUACXX_4_GGCACA.bam	DONE
SO580SL_DNA740	SO580SL	740	727	PDEL	DELT_GW	DELT_GW	DELT_GW	A03	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-24/IX1824/C2NBUACXX_4/IX1824_C2NBUACXX_4_TCGGCA.bam	DONE
SO585SL_DNA741	SO585SL	741	728	PDEL	DELT_GW	DELT_GW	DELT_GW	A03	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-24/IX1824/C2NBUACXX_4/IX1824_C2NBUACXX_4_AGGTTT.bam	DONE
SO611SL_DNA742	SO611SL	742	731	PDEL	DELT_GW	DELT_GW	DELT_GW	A03	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-25/IX0837/D17VVACXX_8/IX0837_D17VVACXX_8_GTGGCC.bam	DONE
SO588SL_DNA743	SO588SL	743	729	PDEL	DELT_GW	DELT_GW	DELT_GW	A03	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-25/IX0837/D17VVACXX_8/IX0837_D17VVACXX_8_ACTTGA.bam	DONE
SO546SL_DNA744	SO546SL	744	724	PDEL	DELT_GW	DELT_GW	DELT_GW	A03	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-24/IX1825/C2NBUACXX_5/IX1825_C2NBUACXX_5_CGTACG.bam	DONE
SO539SL_DNA745	SO539SL	745	723	PDEL	DELT_GW	DELT_GW	DELT_GW	A03	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-24/IX1825/C2NBUACXX_5/IX1825_C2NBUACXX_5_ACATCT.bam	DONE
SO571SL_DNA746	SO571SL	746	726	PDEL	DELT_GW	DELT_GW	DELT_GW	A03	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-24/IX1825/C2NBUACXX_5/IX1825_C2NBUACXX_5_AGCATC.bam	DONE
SO589SL_DNA747	SO589SL	747	730	PDEL	DELT_GW	DELT_GW	DELT_GW	A03	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-25/IX0837/D17VVACXX_8/IX0837_D17VVACXX_8_ATTCCT.bam	DONE
SO568SL_DNA748	SO568SL	748	725	PDEL	DELT_GW	DELT_GW	DELT_GW	A03	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-24/IX1826/C2NBUACXX_6/IX1826_C2NBUACXX_6_CATTTT.bam	DONE
SO530SL_DNA749	SO530SL	749	721	PDEL	DELT_GW	DELT_GW	DELT_GW	A03	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0852/C13N9ACXX_2/IX0852_C13N9ACXX_2_CGGAAT.bam	DONE
P.del105ULethMale_DNA750	P.del105ULethMale	750	585	PDEL	DELT	DELT	DELT	A02	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0978/C14ERACXX_5/IX0978_C14ERACXX_5_TCGGCA.bam	DONE
BULG11-4_DNA751	BULG11-4	751	58	PTRI	BULG	Bulkley river/G	11	C01	-126.8	54.45	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0983/D18W4ACXX_5/IX0983_D18W4ACXX_5_AGCGCT.bam	DONE
MCHB19-3_DNA753	MCHB19-3	753	481	PTRI	MCHB	Machmell river/B	19	C03	-126.583333	51.616667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0980/D18W4ACXX_2/IX0980_D18W4ACXX_2_CAAAAG.bam	DONE
MEMA28-1_DNA754	MEMA28-1	754	501	PTRI	MEMA	Memekay river/A	28	C03	-125.8	50.216667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0978/C14ERACXX_5/IX0978_C14ERACXX_5_CCAACA.bam	DONE
SKNN10-5_DNA755	SKNN10-5	755	681	PTRI	SKNN	Skeena river/N	10	C01	-129.366667	54.283333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0988/D1C4AACXX_6/IX0988_D1C4AACXX_6_CTAGCT.bam	DONE
SKNR10-1_DNA756	SKNR10-1	756	692	PTRI	SKNR	Skeena river/R	10	C01	-128.35	54.683333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0988/D1C4AACXX_6/IX0988_D1C4AACXX_6_GATGCT.bam	DONE
